redundant;чрезмерный;http://contentcdn.lingualeo.com/uploads/picture/783441.png;rɪdˈʌndənt;HDFS is a distributed file store which is reliable, <b>redundant</b>, fault tolerant, and distributed, and we'll be talking about HDFS. ;http://audiocdn.lingualeo.com/v2/2/33805-631152008.mp3
reliable;надёжный;http://contentcdn.lingualeo.com/uploads/picture/2467714.png;rɪˈlaɪəbəl;HDFS is a distributed file store which is <b>reliable</b>, redundant, fault tolerant, and distributed, and we'll be talking about HDFS. ;http://audiocdn.lingualeo.com/v2/2/34035-631152008.mp3
overhead;накладные расходы;http://contentcdn.lingualeo.com/uploads/picture/2716648.png;ˈoʊvərˌhɛd;The <b>overhead</b> of maintaining cyber infrastructure for that is very expensive, but why not share it amongst the community? ;http://audiocdn.lingualeo.com/v2/2/28809-631152008.mp3
enlightenment;просвещение;http://contentcdn.lingualeo.com/uploads/picture/292969.png;ɪnlˈaɪtn̩mənt;One of the bigger issues that I want to get across is that we're just not on the entry level of clouds or even just on this rise of <b>enlightenment</b>. ;http://audiocdn.lingualeo.com/v2/2/14403-631152008.mp3
synergy;совместные усилия;http://contentcdn.lingualeo.com/uploads/picture/307271.png;sˈiːnədʒi;We talked about <b>synergy</b>. ;http://audiocdn.lingualeo.com/v2/2/48493-631152008.mp3
slope;склон;http://contentcdn.lingualeo.com/uploads/picture/212157.png;sloʊp;You notice the <b>slope</b> is up. ;http://audiocdn.lingualeo.com/v2/2/37571-631152008.mp3
trough;дно;http://contentcdn.lingualeo.com/uploads/picture/658572.png;trɒf;And about 2014 we sort of reached the bottom of that <b>trough</b>. ;http://audiocdn.lingualeo.com/v2/2/42227-631152008.mp3
inflate;надувать;http://contentcdn.lingualeo.com/uploads/picture/319005.png;ɪnflˈeɪːt;;http://audiocdn.lingualeo.com/v2/2/21443-631152008.mp3
enhance;усиливать;http://contentcdn.lingualeo.com/uploads/picture/384553.png;ɛnˈhæns;;http://audiocdn.lingualeo.com/v2/2/14385-631152008.mp3
facilities;оборудование;http://contentcdn.lingualeo.com/uploads/picture/2608683.png;fəˈsɪlətiz;Cloud Computing is providing all of those <b>facilities</b>. ;http://audiocdn.lingualeo.com/v2/2/54775-631152008.mp3
nowadays;в наше время;http://contentcdn.lingualeo.com/uploads/picture/2110733.png;ˈnaʊədeɪz;Other applications are email, email <b>nowadays</b> is done in the same way. ;http://audiocdn.lingualeo.com/v2/2/27617-631152008.mp3
bandwidth;пропускная способность;http://contentcdn.lingualeo.com/uploads/picture/810850.png;ˈbændwɪdθ;It's optimized to give you best <b>bandwidth</b> from a server to the storage, we won't discuss that now. ;http://audiocdn.lingualeo.com/v2/2/49659-631152008.mp3
facilitated;способствовать;http://contentcdn.lingualeo.com/uploads/picture/1901675.png;fəsˈɪlɪtɛɪːtɪd;All that is <b>facilitated</b> in this cloud. ;http://audiocdn.lingualeo.com/v2/2/61084-631152008.mp3
facilitate;облегчать;http://contentcdn.lingualeo.com/uploads/picture/2436017.png;fəˈsɪləˌteɪt;;http://audiocdn.lingualeo.com/v2/2/15352-631152008.mp3
ubiquitous;вездесущий;http://contentcdn.lingualeo.com/uploads/picture/3226444.png;juˈbɪkwɪtəs;It really becomes a <b>ubiquitous</b> computing environment. ;http://audiocdn.lingualeo.com/v2/2/42604-631152008.mp3
morph;превращаться;http://contentcdn.lingualeo.com/uploads/picture/3265365.png;mˈɔːf;;http://audiocdn.lingualeo.com/v2/2/121960-631152008.mp3
labor;труд;http://contentcdn.lingualeo.com/uploads/picture/2741626.png;ˈleɪbər;Is technology <b>labor</b> going into this? ;http://audiocdn.lingualeo.com/v2/2/23108-631152008.mp3
retrace;восстанавливать;http://contentcdn.lingualeo.com/uploads/picture/2034077.png;ritrˈeɪːs;So unreliable hardware means you're going to have to <b>retrace</b> your route doing lots of maintenance. ;http://audiocdn.lingualeo.com/v2/2/34452-631152008.mp3
unreliable;ненадёжный;http://contentcdn.lingualeo.com/uploads/picture/1294065.png;ʌnrɪlˈaɪəbl;And so it is more expensive, then dealing with <b>unreliable</b> hardware. ;http://audiocdn.lingualeo.com/v2/2/43429-631152008.mp3
sustainable;жизнеспособный;http://contentcdn.lingualeo.com/uploads/picture/386184.png;səˈsteɪnəbəl;Everybody talks nowadays about the high price of energy and carbon neutral and trying to be <b>sustainable</b>. ;http://audiocdn.lingualeo.com/v2/2/54724-631152008.mp3
expenditures;расходы;http://contentcdn.lingualeo.com/uploads/picture/3216559.png;ɪkˈspɛndəʧərz;There's redundant <b>expenditures</b>, you are going to have to pay for people to work on this. ;http://audiocdn.lingualeo.com/v2/2/113010-631152000.mp3
invention;изобретение;http://contentcdn.lingualeo.com/uploads/picture/3226427.png;ɪnˈvɛnʃən;It's the biggest upheaval since the <b>invention</b> of the PC back in the 1970s. ;http://audiocdn.lingualeo.com/v2/2/22114-631152008.mp3
upheaval;переворот;http://contentcdn.lingualeo.com/uploads/picture/1342034.png;ʌphˈiːvl;It's the biggest <b>upheaval</b> since the invention of the PC back in the 1970s. ;http://audiocdn.lingualeo.com/v2/2/43691-631152008.mp3
tremendous;разг. огромный;http://contentcdn.lingualeo.com/uploads/picture/3197074.png;trəˈmɛndəs;So <b>tremendous</b> buzz. ;http://audiocdn.lingualeo.com/v2/2/42038-631152008.mp3
emphasizing;подчеркивающий;http://contentcdn.lingualeo.com/uploads/picture/202473.png;ˈemfəsaɪːzɪŋ;But in the second part you'll start <b>emphasizing</b> exactly how you can look at data analytics. ;http://audiocdn.lingualeo.com/v2/2/60177-631152008.mp3
steady;устойчивый;http://contentcdn.lingualeo.com/uploads/picture/75057.png;ˈstɛdi;The percentage of cases under audit review has “held pretty <b>steady</b> between 25 percent and 33 percent over the past few years,” he said.;http://audiocdn.lingualeo.com/v2/2/38855-631152008.mp3
traitor;предатель;http://contentcdn.lingualeo.com/uploads/picture/498987.png;trˈeɪːtə;Definitions of <b>traitor</b>;http://audiocdn.lingualeo.com/v2/2/41848-631152008.mp3
passed away;скончался;http://contentcdn.lingualeo.com/uploads/picture/2448209.png;pˈɑːst əwˈeɪː;tl.dr: My husband <b>passed away</b>, this update is to thank all of you for your wonderful advice and support;http://audiocdn.lingualeo.com/v2/2/200829-631152000.mp3
overhear;подслушивать, нечаянно услышать;http://contentcdn.lingualeo.com/uploads/picture/983903.png;əʊːvəhˈɪəː;;http://audiocdn.lingualeo.com/v2/2/28810-631152008.mp3
knocks up;Обрюхатил (сленг);http:;nˈɒks ʌp;Surprise that the 32 year old that <b>knocks up</b> a 22 year old isn't a super great guy...;http://audiocdn.lingualeo.com/v2/2/1527732-631152000.mp3
heck;черт побери;http://contentcdn.lingualeo.com/uploads/picture/3309848.png;hˈek;Otherwise, STAND THE <b>HECK</b> UP FOR YOURSELVES PEOPLE.;http://audiocdn.lingualeo.com/v2/2/19396-631152008.mp3
doormat;тряпка;http://contentcdn.lingualeo.com/uploads/picture/910559.png;ˈdɔːmæt;I can't handle the amount of <b>doormat</b> I've seen around here lately.;http://audiocdn.lingualeo.com/v2/2/13077-631152008.mp3
regain;восстановить;http://contentcdn.lingualeo.com/uploads/picture/2592517.png;rɪgˈeɪːn;;http://audiocdn.lingualeo.com/v2/2/33904-631152008.mp3
bummer;облом;http://contentcdn.lingualeo.com/uploads/picture/791552.png;bˈʌmə;I made some comment about how much of a <b>bummer</b> it was how everyone was working more hours, and she looked confused.;http://audiocdn.lingualeo.com/v2/2/6420-631152008.mp3
berate;бранить;http://contentcdn.lingualeo.com/uploads/picture/734300.png;bɪrˈeɪːt;She started to <b>berate</b> him about his hands and how they shake so much and told him to get control of it and stop shaking.;http://audiocdn.lingualeo.com/v2/2/4943-631152008.mp3
fuming;рассерженный;http://contentcdn.lingualeo.com/uploads/picture/587648.png;fjˈuːmɪŋ;I'm still <b>fuming</b>.;http://audiocdn.lingualeo.com/v2/2/65715-631152008.mp3
fixate;зациклиться;http:;fɪksˈeɪːt;;http://audiocdn.lingualeo.com/v2/2/49944-631152008.mp3
fiercely;яростно;http://contentcdn.lingualeo.com/uploads/picture/2645078.png;fˈɪəːsli;Mostly, we have always <b>fiercely</b> valued our independence, and we were fine without formalizing our relationship with marriage. this independence streak is for better and worse.;http://audiocdn.lingualeo.com/v2/2/50943-631152008.mp3
strenuous;требующий усилий;http://contentcdn.lingualeo.com/uploads/picture/2629018.png;strˈenjʊəːs;Low-intensity cardio is not as <b>strenuous</b> on the body as high-intensity cardio or high-intensity interval training (HIIT).;http://audiocdn.lingualeo.com/v2/2/39275-631152008.mp3
Endurance;выносливость;http://contentcdn.lingualeo.com/uploads/picture/1383392.png;ɪndjˈʊəːrəns;<b>Endurance</b> A.K.A. cardiovascular training improves the heart's ability to pump blood and increases oxygen uptake into cells.;http://audiocdn.lingualeo.com/v2/2/14334-631152008.mp3
bang out;делать быстро;http://contentcdn.lingualeo.com/uploads/picture/582857.png;bˈæŋ ˈaʊːt;If you reach failure after say 10 reps you should rack the weight, take 5 deep breaths, and then <b>bang out</b> your last 5 reps.;http://audiocdn.lingualeo.com/v2/2/287940-631152000.mp3
ferry;переправа;http://contentcdn.lingualeo.com/uploads/picture/466194.png;ˈfɛri;;http://audiocdn.lingualeo.com/v2/2/15794-631152008.mp3
entail;влечь за собой;http://contentcdn.lingualeo.com/uploads/picture/471991.png;ɪntˈeɪːl;21] Other methods used to get through the BBB may <b>entail</b> the use of endogenous transport systems, including carrier-mediated transporters such as glucose and amino acid carriers. receptor-mediated transcytosis for insulin or transferrin. and the blocking;http://audiocdn.lingualeo.com/v2/2/14447-631152008.mp3
hinder;препятствовать;http://contentcdn.lingualeo.com/uploads/picture/3305294.png;hˈɪndə;In its neuroprotective role, the blood–brain barrier functions to <b>hinder</b> the delivery of many potentially important diagnostic and therapeutic agents to the brain.;http://audiocdn.lingualeo.com/v2/2/19726-631152008.mp3
overcome;преодолеть;http://contentcdn.lingualeo.com/uploads/picture/481210.png;ˈoʊvərˌkʌm;;http://audiocdn.lingualeo.com/v2/2/28760-631152008.mp3
vessels;кровеносный сосуд;http://contentcdn.lingualeo.com/uploads/picture/909614.png;ˈvɛsəlz;The reason for this mistake was an error in methodology (the osmotic pressure was too high and the delicate embryonal capillary <b>vessels</b> were partially damaged).;http://audiocdn.lingualeo.com/v2/2/51373-631152008.mp3
immature;незрелый;http://contentcdn.lingualeo.com/uploads/picture/2032532.png;ɪmətjˈʊəː;Originally, experiments in the 1920s seemed to show that the blood–brain barrier (BBB) was still <b>immature</b> in newborns.;http://audiocdn.lingualeo.com/v2/2/20687-631152008.mp3
density;плотность;http://contentcdn.lingualeo.com/uploads/picture/3241773.png;ˈdɛnsəti;The blood–brain barrier is composed of high-<b>density</b> cells restricting passage of substances from the bloodstream much more than do the endothelial cells in capillaries elsewhere in the body.[citation needed] Astrocyte cell projections called astrocytic fe;http://audiocdn.lingualeo.com/v2/2/11641-631152008.mp3
solute;раствор;http://contentcdn.lingualeo.com/uploads/picture/80142.png;ˈsɒljuːt;;http://audiocdn.lingualeo.com/v2/2/37962-631152008.mp3
inhibitory;подавляющий;http://contentcdn.lingualeo.com/uploads/picture/51126.png;ɪnhˈɪbɪtri;19] They also have been involved in neuronal circuits playing an <b>inhibitory</b> role after sensing changes in extracellular calcium.[;http://audiocdn.lingualeo.com/v2/2/21542-631152008.mp3
circuit;контур;http://contentcdn.lingualeo.com/uploads/picture/2664139.png;ˈsɜrkət;;http://audiocdn.lingualeo.com/v2/2/8082-631152008.mp3
abundant;имеющийся в изобилии;http://contentcdn.lingualeo.com/uploads/picture/299000.png;əˈbʌnd(ə)nt;The most <b>abundant</b> type of macroglial cell in the CNS,[18] astrocytes (also called astroglia) have numerous projections that link neurons to their blood supply while forming the blood-brain barrier.;http://audiocdn.lingualeo.com/v2/2/1731-631152008.mp3
oblong;продолговатый;http://contentcdn.lingualeo.com/uploads/picture/257145.png;ˈɒblɒŋ;Microglial cells are small relative to macroglial cells, with changing shapes and <b>oblong</b> nuclei.;http://audiocdn.lingualeo.com/v2/2/27831-631152008.mp3
derive;получать, происходить;http://contentcdn.lingualeo.com/uploads/picture/3016133.png;dɪrˈaɪv;;http://audiocdn.lingualeo.com/v2/2/11777-631152008.mp3
adolescent;подростковый;http://contentcdn.lingualeo.com/uploads/picture/932053.png;ˌædəˈlɛsənt;Myelination continues through the <b>adolescent</b> stage of life.;http://audiocdn.lingualeo.com/v2/2/2041-631152008.mp3
sheath;футляр;http://contentcdn.lingualeo.com/uploads/picture/391496.png;ʃˈiːθ;The production of the myelin <b>sheath</b> is called myelination or myelinogenesis.;http://audiocdn.lingualeo.com/v2/2/36755-631152008.mp3
outgrowth;результат;http://contentcdn.lingualeo.com/uploads/picture/1602144.png;ˈaʊːtgrəʊːθ;It is an <b>outgrowth</b> of a type of glial cell.;http://audiocdn.lingualeo.com/v2/2/28615-631152008.mp3
insulate;изолировать;http://contentcdn.lingualeo.com/uploads/picture/1568795.png;ˈɪnsjʊlɛɪːt;To <b>insulate</b> one neuron from another;http://audiocdn.lingualeo.com/v2/2/21784-631152008.mp3
invade;вторгаться;http://contentcdn.lingualeo.com/uploads/picture/1935979.png;ɪnvˈeɪːd;;http://audiocdn.lingualeo.com/v2/2/22096-631152008.mp3
lineage;происхождение, родословная;http://contentcdn.lingualeo.com/uploads/picture/1710758.png;lˈɪniɪdʒ;These are actually essentially immune cells coming from the blood <b>lineage</b>. ;http://audiocdn.lingualeo.com/v2/2/23972-631152008.mp3
comprise;включать, заключать в себе;http://contentcdn.lingualeo.com/uploads/picture/3289787.png;kəmˈpraɪz;Now it turns out that this is about, Astrocytes can <b>comprise</b> about 20% of all the Glia cells, and these Oligodendrocytes <b>comprise</b> about 75% of the central glia cells. ;http://audiocdn.lingualeo.com/v2/2/9102-631152008.mp3
significance;значение;http://contentcdn.lingualeo.com/uploads/picture/301800.png;səgˈnɪfɪkəns;What is the <b>significance</b> of the partition key?<br>CLEAR ANSWERS;http://audiocdn.lingualeo.com/v2/2/37141-631152008.mp3
citation;цитирование;http://contentcdn.lingualeo.com/uploads/picture/2709040.png;saɪˈteɪʃən;;http://audiocdn.lingualeo.com/v2/2/8143-631152008.mp3
adverse;неблаголагоприятный;http://contentcdn.lingualeo.com/uploads/picture/2427485.png;ædˈvɜrs;As of 2014 ALCAR has been studied in about fourteen clinical trials for various conditions with depressive symptoms. the trials were small (ranging from 20 to 193 subjects) and their design was so different that results cannot be generalized. most studies;http://audiocdn.lingualeo.com/v2/2/2087-631152008.mp3
digestion;пищеварение;http://contentcdn.lingualeo.com/uploads/picture/305057.png;daɪˈdʒestʃən;Definitions of <b>digestion</b>;http://audiocdn.lingualeo.com/v2/2/12162-631152008.mp3
incision;надрез;http://contentcdn.lingualeo.com/uploads/picture/2708926.png;ɪnˈsɪʒən;Definitions of <b>incision</b>;http://audiocdn.lingualeo.com/v2/2/21040-631152008.mp3
excitability;возбудимость, раздражимость;http:;ɪksaɪːtəbˈɪlɪti;In addition to the anatomy, it's, the other differences include the, what we call <b>excitability</b>. ;http://audiocdn.lingualeo.com/v2/2/14966-631152008.mp3
gives off;испускает, отдает, выделяет;http:;gˈɪvz ˈɒf;This is the axon and you can see that it <b>gives off</b> these little, terminals and it also has places where there's just simply a swelling, on root. ;http://audiocdn.lingualeo.com/v2/2/207066-631152000.mp3
swellings;отёки, опухоли;http://contentcdn.lingualeo.com/uploads/picture/2738832.png;swˈelɪŋz;And it gives off branches or collaterals and on these collaterals are little, little <b>swellings</b> and these are all synaptic terminals. ;http://audiocdn.lingualeo.com/v2/2/236937-631152000.mp3
collateral;залог;http://contentcdn.lingualeo.com/uploads/picture/2712137.png;kəˈlætərəl;;http://audiocdn.lingualeo.com/v2/2/8751-631152008.mp3
spine;позвоночник;http://contentcdn.lingualeo.com/uploads/picture/3234478.png;spaɪn;;http://audiocdn.lingualeo.com/v2/2/38376-631152008.mp3
spines;шипы;http://contentcdn.lingualeo.com/uploads/picture/2696472.png;spˈaɪnz;Each one of these dendrites has actually little, protuberances called <b>spines</b> and that's what makes it look really hairy. ;http://audiocdn.lingualeo.com/v2/2/62348-631152008.mp3
hairy;волосатый;http://contentcdn.lingualeo.com/uploads/picture/1021094.png;ˈhɛri;Each one of these dendrites has actually little, protuberances called spines and that's what makes it look really <b>hairy</b>. ;http://audiocdn.lingualeo.com/v2/2/18855-631152008.mp3
cerebellum;мозжечок;http://contentcdn.lingualeo.com/uploads/picture/1927475.png;sɛrɪbˈeləm;This is a purkinje cell in the <b>cerebellum</b>, and you can see that it has elaborate, it has a very elaborate dendritic arbor. ;http://audiocdn.lingualeo.com/v2/2/7499-631152008.mp3
arbor;беседка;http://contentcdn.lingualeo.com/uploads/picture/29103.png;ˈebə;The rest of this is the dendritic <b>arbor</b>. ;http://audiocdn.lingualeo.com/v2/2/3367-631152000.mp3
appearance;внешний вид;http://contentcdn.lingualeo.com/uploads/picture/1201663.png;əˈpɪrəns;The dendrites have their own <b>appearance</b>. ;http://audiocdn.lingualeo.com/v2/2/3233-631152008.mp3
variety;разнообразие;http://contentcdn.lingualeo.com/uploads/picture/717756.png;vəˈraɪəti;In the next segment, what we're gonna do is look at the <b>variety</b>. ;http://audiocdn.lingualeo.com/v2/2/43946-631152008.mp3
sentry;часовой;http://contentcdn.lingualeo.com/uploads/picture/534717.png;sˈentri;;http://audiocdn.lingualeo.com/v2/2/36437-631152008.mp3
evaporate;испаряться;http://contentcdn.lingualeo.com/uploads/picture/2829988.png;ɪvˈæpərɛɪːt;;http://audiocdn.lingualeo.com/v2/2/14836-631152008.mp3
devote;уделять;http://contentcdn.lingualeo.com/uploads/picture/1392332.png;dɪvout;;http://audiocdn.lingualeo.com/v2/2/11980-631152008.mp3
I hate to break it to you;не хочу огорчать вас;http:;aɪː hˈeɪːt tə brˈeɪːk ɪt tə ju;<b>I hate to break it to you</b>, but the most important thing you could be doing at any point is studying and preparing.;http://audiocdn.lingualeo.com/v2/2/7269610-631152000.mp3
trivia;мелочи;http://contentcdn.lingualeo.com/uploads/picture/320381.png;ˈtrɪviə;You will face Level 1 interviews (a non-tech company that needs any dev), where interviewers ask you nothing more than JavaScript <b>trivia</b>.;http://audiocdn.lingualeo.com/v2/2/42178-631152008.mp3
cross-check;перепроверять по разным источникам;http:;krˈɒs tʃˈek;To verify emails, I used Rapportive to <b>cross-check</b> emails with social media accounts.;http://audiocdn.lingualeo.com/v2/2/46710-631152000.mp3
whopping;колоссальный;http://contentcdn.lingualeo.com/uploads/picture/341239.png;wˈɒpɪŋ;With 150  emails sent, my response rate was a <b>whopping</b> 22%.;http://audiocdn.lingualeo.com/v2/2/45335-631152008.mp3
consciousness;сознание;http://contentcdn.lingualeo.com/uploads/picture/878486.png;ˈkɑnʃəsnəs;Definitions of <b>consciousness</b>;http://audiocdn.lingualeo.com/v2/2/9402-631152008.mp3
cog;зубец (колеса);http://contentcdn.lingualeo.com/uploads/picture/41981.png;kˈɒg;It's like <b>cog</b> wheels just running around in the forebrain. ;http://audiocdn.lingualeo.com/v2/2/8656-631152008.mp3
appreciate;оценивать;http://contentcdn.lingualeo.com/uploads/picture/2421174.png;əˈpriʃiˌeɪt;Perception is what we consciously <b>appreciate</b> about sensation. ;http://audiocdn.lingualeo.com/v2/2/3290-631152008.mp3
consciously;сознательно;http://contentcdn.lingualeo.com/uploads/picture/3024725.png;kˈɒnʃəsli;Perception is what we <b>consciously</b> appreciate about sensation. ;http://audiocdn.lingualeo.com/v2/2/55614-631152008.mp3
distinct;отличаться;http://contentcdn.lingualeo.com/uploads/picture/2563883.png;dɪˈstɪŋkt;Perception, is <b>distinct</b> from sensation. ;http://audiocdn.lingualeo.com/v2/2/12757-631152008.mp3
volitionally;сознательно;http:;vəlˈɪʃənəli;And that can be something that I do completely <b>volitionally</b>, completely deliberately. ;http://audiocdn.lingualeo.com/v2/2/753570-631152000.mp3
homeostasis;внутренний баланс в организме;http://contentcdn.lingualeo.com/uploads/picture/1171838.png;ˌhoʊmioʊˈsteɪsəs;And those are. voluntary movement, perception, <b>homeostasis</b> and something that is oddly described as abstract or higher functions, cognition. ;http://audiocdn.lingualeo.com/v2/2/49177-631152008.mp3
perception;восприятие, ощущение;http://contentcdn.lingualeo.com/uploads/picture/426279.png;pərˈsɛpʃən;And those are. voluntary movement, <b>perception</b>, homeostasis and something that is oddly described as abstract or higher functions, cognition. ;http://audiocdn.lingualeo.com/v2/2/30038-631152008.mp3
soar;парить;http://contentcdn.lingualeo.com/uploads/picture/1622739.png;sˈɔː;He can <b>soar</b> with his brain. ;http://audiocdn.lingualeo.com/v2/2/37837-631152008.mp3
masterpiece;шедевр;http://contentcdn.lingualeo.com/uploads/picture/2887038.png;ˈmɑːstəpiːs;A novel of great courage, lyric force, and powerful emotion, A Death in the Family is a <b>masterpiece</b> of American literature.;http://audiocdn.lingualeo.com/v2/2/25119-631152008.mp3
craving;страстное желание;http://contentcdn.lingualeo.com/uploads/picture/2314483.png;krˈeɪːvɪŋ;And what struck me when I read it this time was the <b>craving</b>. ;http://audiocdn.lingualeo.com/v2/2/10259-631152008.mp3
decoy;приманка;http://contentcdn.lingualeo.com/uploads/picture/801341.png;dˈiːkɔɪː;Definitions of <b>decoy</b>;http://audiocdn.lingualeo.com/v2/2/11300-631152008.mp3
undeniable;неоспоримый;http://contentcdn.lingualeo.com/uploads/picture/2488890.png;ʌndɪnˈaɪəbl;We’re <b>undeniable</b>;http://audiocdn.lingualeo.com/v2/2/42918-631152008.mp3
exacerbate;обострять, осложнять ( кризис, недовольство и т.п. ), усугублять;http://contentcdn.lingualeo.com/uploads/picture/1473192.png;ɪgzˈæsəbɛɪːt;Translations of <b>exacerbate</b>;http://audiocdn.lingualeo.com/v2/2/14905-631152008.mp3
impedance;сопротивление;http://contentcdn.lingualeo.com/uploads/picture/566316.png;ɪmˈpiːdəns;Definitions of <b>impedance</b>;http://audiocdn.lingualeo.com/v2/2/20768-631152008.mp3
notoriously;общеизвестно;http://contentcdn.lingualeo.com/uploads/picture/578563.png;nəʊːtˈɔːrɪəːsli;Translations of <b>notoriously</b>;http://audiocdn.lingualeo.com/v2/2/66268-631152008.mp3
sophisticated;изощренный;http://contentcdn.lingualeo.com/uploads/picture/700257.png;səˈfɪstəˌkeɪtɪd;would have sounded like science fiction to very <b>sophisticated</b> people;http://audiocdn.lingualeo.com/v2/2/38033-631152008.mp3
tingle;испытывать покалывание;http://contentcdn.lingualeo.com/uploads/picture/2855791.png;tˈɪŋgl;and you feel the <b>tingle</b>;http://audiocdn.lingualeo.com/v2/2/41338-631152008.mp3
pillars;столбы;http://contentcdn.lingualeo.com/uploads/picture/7790.png;pˈɪləz;the consonants sitting in the middle like <b>pillars</b>;http://audiocdn.lingualeo.com/v2/2/51836-631152008.mp3
consonants;согласные (буквы;http://contentcdn.lingualeo.com/uploads/picture/3322259.png;kˈɒnsənənts;the <b>consonants</b> sitting in the middle like pillars;http://audiocdn.lingualeo.com/v2/2/103735-631152008.mp3
